timestamp,actual_yaw_rate,expected_yaw_rate,yaw_rate_diff
1743177537953379,-1.2698156,-0.17722933,-1.09258627
1743177537965379,-1.2399296,-0.17722933,-1.06270027
1743177537973379,-1.2253827,-0.17722933,-1.0481533699999999
1743177537985379,-1.1942648,-0.17722933,-1.01703547
1743177537993379,-1.1670941,-0.122423634,-1.044670466
1743177538005379,-1.1348636,-0.122423634,-1.012439966
1743177538013379,-1.1219378,-0.122423634,-0.999514166
1743177538025379,-1.0871868,-0.122423634,-0.964763166
1743177538033379,-1.0608622,-0.122423634,-0.9384385660000001
1743177538045379,-1.0259877,-0.09203275,-0.93395495
1743177538053379,-0.9900891,-0.09203275,-0.8980563500000001
1743177538065379,-0.9526571,-0.09203275,-0.86062435
1743177538073379,-0.93049103,-0.09203275,-0.83845828
1743177538085379,-0.8894325,-0.09203275,-0.79739975
1743177538093379,-0.8630654,-0.067628905,-0.795436495
1743177538105379,-0.80924594,-0.067628905,-0.7416170350000001
1743177538113379,-0.7836651,-0.067628905,-0.716036195
1743177538125379,-0.7291585,-0.067628905,-0.6615295950000001
1743177538133379,-0.706369,-0.067628905,-0.6387400950000001
1743177538141379,-0.67239934,-0.03911478,-0.63328456
1743177538153379,-0.62297386,-0.03911478,-0.58385908
1743177538165379,-0.58536077,-0.03911478,-0.54624599
1743177538173379,-0.5339964,-0.03911478,-0.49488162
1743177538185379,-0.4840056,-0.03911478,-0.44489081999999996
1743177538193379,-0.46631932,-0.022717655,-0.443601665
1743177538205379,-0.42283818,-0.022717655,-0.400120525
1743177538213379,-0.3815738,-0.022717655,-0.358856145
1743177538225379,-0.33989033,-0.022717655,-0.317172675
1743177538233379,-0.306998,-0.022717655,-0.284280345
1743177538245379,-0.2646127,-0.01492914,-0.24968355999999997
1743177538253379,-0.23011279,-0.01492914,-0.21518365
1743177538265379,-0.16568762,-0.01492914,-0.15075848
1743177538273379,-0.14573029,-0.01492914,-0.13080115
1743177538285379,-0.10054118,-0.01492914,-0.08561204
1743177538293379,-0.067430705,-0.009768018,-0.05766268699999999
1743177538305379,-0.022034403,-0.009768018,-0.012266385000000001
1743177538313379,0.005134258,-0.009768018,0.014902275999999999
1743177538325379,0.05545353,-0.009768018,0.065221548
1743177538333379,0.08215177,-0.009768018,0.091919788
1743177538345379,0.1288935,-0.0056024976,0.1344959976
1743177538353379,0.15529694,-0.0056024976,0.1608994376
1743177538365379,0.1943536,-0.0056024976,0.1999560976
1743177538373379,0.21913941,-0.0056024976,0.2247419076
1743177538385379,0.26470283,-0.0056024976,0.2703053276
1743177538393379,0.2882558,-0.0048239175,0.2930797175
1743177538405379,0.32753468,-0.0048239175,0.3323585975
1743177538413379,0.35607526,-0.0048239175,0.3608991775
1743177538425379,0.38528445,-0.0048239175,0.3901083675
1743177538433379,0.41508654,-0.0048239175,0.4199104575
1743177538445379,0.45302325,-0.0054647005,0.45848795049999996
1743177538453379,0.4657439,-0.0054647005,0.47120860049999996
1743177538465379,0.49900335,-0.0054647005,0.5044680505
1743177538473379,0.5209285,-0.0054647005,0.5263932005
1743177538485379,0.5541854,-0.0054647005,0.5596501005000001
1743177538493379,0.57696056,-0.0069629056,0.5839234656
1743177538505379,0.62297803,-0.0069629056,0.6299409356
1743177538513379,0.6173634,-0.0069629056,0.6243263056
1743177538525379,0.6336166,-0.0069629056,0.6405795056
1743177538533379,0.6596642,-0.0069629056,0.6666271056
1743177538545379,0.6724862,-0.010993601,0.683479801
1743177538553379,0.6933749,-0.010993601,0.704368501
1743177538565379,0.7091747,-0.010993601,0.7201683010000001
1743177538573379,0.71614665,-0.010993601,0.727140251
1743177538585379,0.7372651,-0.0145476535,0.7518127535
1743177538593379,0.76068115,-0.0145476535,0.7752288035
1743177538605379,0.76273537,-0.0145476535,0.7772830235
1743177538613379,0.7779702,-0.0145476535,0.7925178534999999
1743177538625379,0.7771651,-0.0145476535,0.7917127535
1743177538633379,0.7853424,-0.0145476535,0.7998900535
1743177538645379,0.7977152,-0.020831134,0.818546334
1743177538653379,0.8113299,-0.020831134,0.8321610340000001
1743177538665379,0.81132936,-0.020831134,0.832160494
1743177538673379,0.8111832,-0.020831134,0.832014334
1743177538685379,0.8117224,-0.020831134,0.832553534
1743177538693379,0.8197976,-0.026217038,0.846014638
1743177538705379,0.8124292,-0.026217038,0.8386462379999999
1743177538713379,0.8172183,-0.026217038,0.8434353379999999
1743177538725379,0.8017901,-0.026217038,0.8280071379999999
