timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,accel_calibration_count,gyro_calibration_count
21726700000,0.0013315806,-0.0010652639,-0.00479369,4000,0,-0.05080485,-0.03303632,-9.83033,4000,0,20,0
21726704000,-8.9837415e-10,-0.001331579,-0.0034621102,4000,0,-0.024468627,-0.10246817,-9.81716,4000,0,20,0
21726708000,-0.0013315809,-0.0002663146,-5.956838e-10,4000,0,-0.017286036,-0.14915511,-9.84709,4000,0,20,0
21726716000,-1.8913144e-09,0.0010652655,0.0031957936,4000,0,-0.018483138,-0.13000147,-9.920111,4000,0,20,0
21726720000,-0.0015979024,0.0053263213,0.0005326329,4000,0,-0.013694723,-0.12521309,-9.86265,4000,0,20,0
21726724000,0.0013315827,0.004793691,0.0015978921,4000,0,-0.042425137,-0.107256584,-9.783644,4000,0,20,0
21726728000,0.006391591,0.00079895084,0.0021305196,4000,0,-0.04003094,-0.074934855,-9.744139,4000,0,20,0
21726732000,0.0058589564,-0.0018642065,-0.0010652703,4000,0,-0.011300531,-0.07972326,-9.795612,4000,0,20,0
21726736000,0.002396845,-0.0021305282,-0.0010652671,4000,0,-0.020877337,-0.06655515,-9.898563,4000,0,20,0
21726740000,0.0013315766,-0.0031957976,0.0039947405,4000,0,-0.036439646,-0.030642116,-9.9213085,4000,0,20,0
21726744000,2.695123e-09,-0.005858958,0.0047936873,4000,0,-0.04960775,-0.05099284,-9.890184,4000,0,20,0
21726748000,-0.0031957836,-0.006391593,-6.3528915e-09,4000,0,-0.06876136,-0.09887687,-9.863848,4000,0,20,0
21726752000,-0.0018642091,-0.0042610606,-0.0018642126,4000,0,-0.07474688,-0.13359278,-9.845891,4000,0,20,0
21726756000,-0.0005326307,-3.1238762e-10,-0.0010652655,4000,0,-0.08073238,-0.122818895,-9.843496,4000,0,20,0
21726760000,-0.0018642126,0.0013315813,-2.1317381e-10,4000,0,-0.07115557,-0.08810296,-9.854271,4000,0,20,0
21726764000,-0.0015978963,-0.0013315801,0.0010652661,4000,0,-0.05559326,-0.06416094,-9.83392,4000,0,20,0
21726768000,-0.0010652641,-0.0018642133,0.0002663166,4000,0,-0.085520774,-0.05937254,-9.798006,4000,0,20,0
21726772000,0.0018642137,-0.003728426,-0.0005326299,4000,0,-0.09988599,-0.07134355,-9.826737,4000,0,20,0
21726776000,0.0034621123,-0.0066579017,-0.0029294775,4000,0,-0.054396156,-0.05697834,-9.868638,4000,0,20,0
21726780000,0.0015978984,-0.0045273737,-0.0026631628,4000,0,-0.05319906,-0.040218927,-9.871031,4000,0,20,0
21726784000,0.0026631565,-0.003462113,0.0013315828,4000,0,-0.06995846,-0.05937254,-9.867441,4000,0,20,0
21726788000,0.003195797,-0.0063915853,-0.00026631824,4000,0,-0.059184555,-0.047401536,-9.868638,4000,0,20,0
21726792000,0.0023968522,-0.008522114,-0.0037284298,4000,0,-0.08791498,-0.05578124,-9.893776,4000,0,20,0
21726796000,0.0023968464,-0.008788434,-0.0042610588,4000,0,-0.11185701,-0.10246817,-9.893776,4000,0,20,0
21726800000,0.0026631663,-0.0026631625,-0.0029294717,4000,0,-0.09988599,-0.076131955,-9.827936,4000,0,20,0
21726804000,0.0045273816,0.0058589512,-0.00053262303,4000,0,-0.087914996,-0.02705082,-9.763292,4000,0,20,0
21726808000,0.0055926405,0.005060005,-3.1978453e-09,4000,0,-0.05200196,-0.043810233,-9.744139,4000,0,20,0
21726812000,0.003994741,0.00026631763,-0.00079895474,4000,0,0.0066559915,-0.07972326,-9.79681,4000,0,20,0
21726816000,-0.0007989489,-0.0018642135,0.0005326299,4000,0,0.024612505,-0.07014645,-9.879411,4000,0,20,0
