timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
21807356000,1,0,1,0,0,0,0,0
21807860000,1,0,1,0,0,0,0,0
21808364000,1,0,1,0,0,0,0,0
21808724000,1,0,1,0,0,0,0,0
21809228000,1,0,1,0,0,0,0,0
21809732000,1,0,1,0,0,0,0,0
21810236000,1,0,1,0,0,0,0,0
21810740000,1,0,1,0,0,0,0,0
21811244000,1,0,1,0,0,0,0,0
21811748000,1,0,1,0,0,0,0,0
21812252000,1,0,1,0,0,0,0,0
21812756000,1,0,1,0,0,0,0,0
21813260000,1,0,1,0,0,0,0,0
21813764000,1,0,1,0,0,0,0,0
21814268000,1,0,1,0,0,0,0,0
21814772000,1,0,1,0,0,0,0,0
21815276000,1,0,1,0,0,0,0,0
21815780000,1,0,1,0,0,0,0,0
21816284000,1,0,1,0,0,0,0,0
21816788000,1,0,1,0,0,0,0,0
21817292000,1,0,1,0,0,0,0,0
21817796000,1,0,1,0,0,0,0,0
21818300000,1,0,1,0,0,0,0,0
21818804000,1,0,1,0,0,0,0,0
21819308000,1,0,1,0,0,0,0,0
21819812000,1,0,1,0,0,0,0,0
21820316000,1,0,1,0,0,0,0,0
21820820000,1,0,1,0,0,0,0,0
21821324000,1,0,1,0,0,0,0,0
21821828000,1,0,1,0,0,0,0,0
21822332000,1,0,1,0,0,0,0,0
21822836000,1,0,1,0,0,0,0,0
21823340000,1,0,1,0,0,0,0,0
21823844000,1,0,1,0,0,0,0,0
21824348000,1,0,1,0,0,0,0,0
21824852000,1,0,1,0,0,0,0,0
21825356000,1,0,1,0,0,0,0,0
21825860000,1,0,1,0,0,0,0,0
21826364000,1,0,1,0,0,0,0,0
21826868000,1,0,1,0,0,0,0,0
21827372000,1,0,1,0,0,0,0,0
21827876000,1,0,1,0,0,0,0,0
21828380000,1,0,1,0,0,0,0,0
21828884000,1,0,1,0,0,0,0,0
21829388000,1,0,1,0,0,0,0,0
21829892000,1,0,1,0,0,0,0,0
21830396000,1,0,1,0,0,0,0,0
21830900000,1,0,1,0,0,0,0,0
21831404000,1,0,1,0,0,0,0,0
21831908000,1,0,1,0,0,0,0,0
21832412000,1,0,1,0,0,0,0,0
21832916000,1,0,1,0,0,0,0,0
21833420000,1,0,1,0,0,0,0,0
21833924000,1,0,1,0,0,0,0,0
21834428000,1,0,1,0,0,0,0,0
21834932000,1,0,1,0,0,0,0,0
21835436000,1,0,1,0,0,0,0,0
21835940000,1,0,1,0,0,0,0,0
21836444000,1,0,1,0,0,0,0,0
21836948000,1,0,1,0,0,0,0,0
21837452000,1,0,1,0,0,0,0,0
21837956000,1,0,1,0,0,0,0,0
21838460000,1,0,1,0,0,0,0,0
21838964000,1,0,1,0,0,0,0,0
21839468000,1,0,1,0,0,0,0,0
21839972000,1,0,1,0,0,0,0,0
21840476000,1,0,1,0,0,0,0,0
21840980000,1,0,1,0,0,0,0,0
21841484000,1,0,1,0,0,0,0,0
21841988000,1,0,1,0,0,0,0,0
21842492000,1,0,1,0,0,0,0,0
21842996000,1,0,1,0,0,0,0,0
21843500000,1,0,1,0,0,0,0,0
21844004000,1,0,1,0,0,0,0,0
21844508000,1,0,1,0,0,0,0,0
21845012000,1,0,1,0,0,0,0,0
21845516000,1,0,1,0,0,0,0,0
21846020000,1,0,1,0,0,0,0,0
21846524000,1,0,1,0,0,0,0,0
21847028000,1,0,1,0,0,0,0,0
21847532000,1,0,1,0,0,0,0,0
21848036000,1,0,1,0,0,0,0,0
21848540000,1,0,1,0,0,0,0,0
21849044000,1,0,1,0,0,0,0,0
21849548000,1,0,1,0,0,0,0,0
21850052000,1,0,1,0,0,0,0,0
21850556000,1,0,1,0,0,0,0,0
21851060000,1,0,1,0,0,0,0,0
